generated_packets,delivered_packets,pdr,alive_nodes,residual_energy_mean,residual_energy_std,control_packets,retransmissions,seed,method,round,selected_next_hop_risk,latency_sec,cluster_risk
100,31,0.31,100,1.9655932531897573,0.04277127761383607,7,4,0,HEED,44,0.1641285252351624,0.010653550999904837,0.021511825149568443
100,37,0.37,100,1.9650730564461865,0.04329435602898182,7,2,0,HEED,45,0.1640697083621256,0.006360564000033264,0.021759983913715124
100,31,0.31,100,1.9646109674555639,0.043905632931237816,7,7,0,HEED,46,0.1626407285211935,0.006274841999925229,0.022031932015400657
100,41,0.41,100,1.963567042607089,0.04491651868074637,7,11,0,HEED,47,0.16506986302629417,0.005783779000012146,0.02234825805915408
100,31,0.31,100,1.9632117028208886,0.045325126456406975,7,2,0,HEED,48,0.162203007253314,0.006387854000081461,0.02287496054902174
100,32,0.32,100,1.9626661369693892,0.0458072438181066,7,5,0,HEED,49,0.1639432387630898,0.006605218000004243,0.02308723320317722
100,30,0.3,100,1.9623689719056006,0.04617084296673542,7,1,0,HEED,50,0.1647560799734503,0.0062804450000157885,0.023339294905327268
100,42,0.42,100,1.9991960744593562,0.0014022999919105993,10,4,0,DRL-Routing,1,0.15591801234162994,0.004513798999937535,0.0
100,43,0.43,100,1.9980198009303676,0.0031614094804723403,10,12,0,DRL-Routing,2,0.15660516700701188,0.00426243600009002,0.0007014319447815844
100,43,0.43,100,1.9971363331924092,0.004235986846383192,10,4,0,DRL-Routing,3,0.15628233955645043,0.004800804000069547,0.0015822713447763148
100,56,0.56,100,1.9955243253481671,0.006427897779887308,10,12,0,DRL-Routing,4,0.1559521883243803,0.004305293999891546,0.00212103038322373
100,60,0.6,100,1.9939520342536607,0.008298007304096423,10,7,0,DRL-Routing,5,0.1586444818323836,0.004346896000015477,0.003221157312789706
100,64,0.64,100,1.9921442790028365,0.010693226306890088,10,5,0,DRL-Routing,6,0.15765286862890998,0.004100558000004639,0.004161588219387235
100,50,0.5,100,1.9910562449919404,0.012299673473924388,10,4,0,DRL-Routing,7,0.15662057555179942,0.00418861699995432,0.005367696711960625
100,51,0.51,100,1.9896331106235257,0.014547907202863345,10,7,0,DRL-Routing,8,0.15928562035281654,0.004505013999960283,0.0061774615822664785
100,54,0.54,100,1.9880577323568838,0.017171122379309022,10,6,0,DRL-Routing,9,0.15759723441833076,0.004865925999979481,0.007311854185860682
100,43,0.43,100,1.9869136934249432,0.018684932931489123,10,9,0,DRL-Routing,10,0.15851772655006055,0.005234758000028705,0.008637134667954552
100,59,0.59,100,1.9852040098323147,0.02104123679468938,10,6,0,DRL-Routing,11,0.1600354864999719,0.004150385000002643,0.009403998258461327
100,41,0.41,100,1.9843101737974,0.021753287361060046,10,7,0,DRL-Routing,12,0.158723838460948,0.004372578000015892,0.010599029958270447
